Date,Close,High,Low,Open,Volume,MA_20,MA_50,MA_100,Trend,Momentum,Returns,Volatility,Signal
2025-08-19,506.8257751464844,512.1846290296555,505.6128201320888,512.0255798217245,21481000,516.9320938110352,500.6713507080078,457.14121520996093,True,-19.357574462890625,-0.01417525451919599,0.013644121442106636,1
2025-08-20,502.7991943359375,508.0486982628479,501.5265882427872,506.925219770199,27723000,516.9246383666992,501.3269421386719,458.29308166503904,True,-14.77423095703125,-0.007944704093597266,0.013773190351838582,1
2025-08-21,502.15185546875,505.5278315490841,500.6381609615915,501.6041452591809,18443300,516.6357604980469,502.00597595214845,459.5553790283203,True,-17.310546875,-0.001287469977040212,0.013578791959439777,1
2025-08-22,505.1295166015625,508.6150227226763,500.32946944945456,502.1618461633245,24324200,516.3550842285156,502.7107586669922,460.8812942504883,True,-12.03619384765625,0.005929802111420912,0.013588185580394752,1
2025-08-25,502.17181396484375,506.0855321115255,502.0323791323648,504.5319946732823,21638600,515.9866729736328,503.23210998535154,462.11014892578123,True,-11.941650390625,-0.005855335195253941,0.013636255168402524,1
2025-08-26,499.96099853515625,502.8888260614155,496.4456179190968,502.2713680297872,30835700,515.5042419433594,503.78699279785155,463.31739166259763,True,-6.864776611328125,-0.00440250800265396,0.013660389400246008,1
2025-08-27,504.64154052734375,505.1892811692936,497.82986914621193,499.92117896114246,17277900,515.2225296020508,504.3523693847656,464.66105407714844,True,1.84234619140625,0.009361814233312282,0.013845361604759451,1
2025-08-28,507.529541015625,508.9735181763212,503.406670609209,504.99008260275673,18015600,514.0780685424804,504.9973791503906,466.1652880859375,True,5.377685546875,0.005722875063482347,0.010332228526398519,1
2025-08-29,504.59173583984375,507.4896888132377,502.40083415821226,506.5535790393771,20961600,513.2535079956054,505.5398870849609,467.65979370117185,True,-0.53778076171875,-0.005788441732677008,0.00972229296425309,1
2025-09-02,503.0282287597656,503.90458943006223,494.75264396148896,498.3974910813857,18128000,511.77760009765626,506.1075964355469,469.1714135742188,True,0.856414794921875,-0.0030985586346867766,0.007985759488461397,1
2025-09-03,503.2572937011719,505.68719181229375,500.2398424947412,501.70375627159575,16345100,510.70536651611326,506.5088812255859,470.32875366210936,True,3.296295166015625,0.00045537194199019027,0.007500620160981503,1
2025-09-04,505.866455078125,506.04570238922344,501.0664078062513,502.2116394820944,15509500,509.90327911376954,506.88062438964846,471.60289123535154,True,1.22491455078125,0.005184547565648234,0.007626751023739019,1
2025-09-05,492.9501647949219,509.8498918622262,490.3310509759443,506.9619070760115,31994800,508.65919189453126,506.9510906982422,472.67740509033206,True,-14.579376220703125,-0.025533004123011738,0.009251180966196183,1
2025-09-08,496.1369018554687,499.1244784694731,492.9800158612091,496.04724781279185,16771000,507.51479187011716,506.98228942871094,473.79013793945313,True,-8.454833984375057,0.006464623177218298,0.009408406265924953,1
2025-09-09,496.3460083007813,500.17010260105087,495.6389570336189,499.3534910580183,14410500,506.39426879882814,507.0476965332031,474.9256036376953,True,-6.682220458984318,0.00042146924473995817,0.009419630449731037,0
2025-09-10,498.29791259765625,501.1460848531792,494.6630336933239,500.8971201283455,21611800,504.9999969482422,507.12291137695314,476.22071563720704,True,-4.959381103515625,0.003932547586223523,0.00872394868028318,0
2025-09-11,498.9352722167969,501.08633106619584,495.8182290284252,500.17012751524385,18881600,504.0680892944336,507.3174542236328,477.5602099609375,True,-6.931182861328125,0.0012790734278176341,0.00814025930965288,0
2025-09-12,507.7884521484375,510.42747218178897,501.7635178992086,504.55191069082485,23624900,503.484391784668,507.70815002441407,479.0741781616211,True,14.838287353515625,0.01774414523211698,0.009180539677050863,0
2025-09-15,513.225830078125,513.3353599697668,504.9004642300766,506.68306017742736,17143800,503.28739776611326,508.05348815917966,480.5661056518555,True,17.088928222656307,0.010707959006712509,0.009509505579465696,0
2025-09-16,506.9320068359375,515.0880630075219,506.4938265025834,514.7395367165727,19711900,502.9283248901367,508.2952197265625,481.9199694824219,True,10.585998535156193,-0.012263262823754228,0.009807087936800522,0
